date,state,district,pincode,bio_age_5_17,bio_age_17_
17-11-2025,Tamil Nadu,Krishnagiri,635307,34,11
18-11-2025,Tamil Nadu,Krishnagiri,635114,13,5
18-11-2025,Tamil Nadu,Krishnagiri,635116,34,5
18-11-2025,Tamil Nadu,Krishnagiri,635118,10,9
18-11-2025,Tamil Nadu,Krishnagiri,635120,14,11
18-11-2025,Tamil Nadu,Krishnagiri,635123,4,5
18-11-2025,Tamil Nadu,Krishnagiri,635203,35,15
18-11-2025,Tamil Nadu,Krishnagiri,635306,18,8
18-11-2025,Tamil Nadu,Krishnagiri,636812,1,0
25-11-2025,Tamil Nadu,Krishnagiri,635002,7,11
25-11-2025,Tamil Nadu,Krishnagiri,635105,15,4
25-11-2025,Tamil Nadu,Krishnagiri,635108,14,6
25-11-2025,Tamil Nadu,Krishnagiri,635112,32,22
25-11-2025,Tamil Nadu,Krishnagiri,635113,20,14
25-11-2025,Tamil Nadu,Krishnagiri,635114,4,3
25-11-2025,Tamil Nadu,Krishnagiri,635115,13,10
25-11-2025,Tamil Nadu,Krishnagiri,635122,11,16
25-11-2025,Tamil Nadu,Krishnagiri,635203,19,19
25-11-2025,Tamil Nadu,Krishnagiri,635304,10,10
10-11-2025,Tamil Nadu,Krishnagiri,635107,44,27
10-11-2025,Tamil Nadu,Krishnagiri,635111,2,0
10-11-2025,Tamil Nadu,Krishnagiri,635118,7,13
10-11-2025,Tamil Nadu,Krishnagiri,635119,13,7
10-11-2025,Tamil Nadu,Krishnagiri,635120,5,3
10-11-2025,Tamil Nadu,Krishnagiri,636902,2,4
07-11-2025,Tamil Nadu,Krishnagiri,635105,9,6
07-11-2025,Tamil Nadu,Krishnagiri,635110,9,6
07-11-2025,Tamil Nadu,Krishnagiri,635111,3,1
07-11-2025,Tamil Nadu,Krishnagiri,635113,29,27
07-11-2025,Tamil Nadu,Krishnagiri,635118,2,5
07-11-2025,Tamil Nadu,Krishnagiri,635121,30,18
07-11-2025,Tamil Nadu,Krishnagiri,635123,4,3
07-11-2025,Tamil Nadu,Krishnagiri,635206,13,10
07-11-2025,Tamil Nadu,Krishnagiri,635207,34,15
07-11-2025,Tamil Nadu,Krishnagiri,635304,25,9
07-11-2025,Tamil Nadu,Krishnagiri,635307,22,11
11-11-2025,Tamil Nadu,Krishnagiri,635107,30,10
11-11-2025,Tamil Nadu,Krishnagiri,635201,6,7
23-11-2025,Tamil Nadu,Krishnagiri,635110,1,0
22-11-2025,Tamil Nadu,Krishnagiri,635106,5,1
22-11-2025,Tamil Nadu,Krishnagiri,635114,3,0
22-11-2025,Tamil Nadu,Krishnagiri,635115,13,4
22-11-2025,Tamil Nadu,Krishnagiri,635121,13,6
22-11-2025,Tamil Nadu,Krishnagiri,635304,6,6
22-11-2025,Tamil Nadu,Krishnagiri,635306,7,0
22-11-2025,Tamil Nadu,Krishnagiri,636812,2,0
24-11-2025,Tamil Nadu,Krishnagiri,635109,66,34
24-11-2025,Tamil Nadu,Krishnagiri,635110,22,10
24-11-2025,Tamil Nadu,Krishnagiri,635119,14,3
24-11-2025,Tamil Nadu,Krishnagiri,635307,52,18
13-11-2025,Tamil Nadu,Krishnagiri,635101,9,2
13-11-2025,Tamil Nadu,Krishnagiri,635103,9,3
13-11-2025,Tamil Nadu,Krishnagiri,635112,30,29
13-11-2025,Tamil Nadu,Krishnagiri,635121,35,21
13-11-2025,Tamil Nadu,Krishnagiri,635122,19,11
13-11-2025,Tamil Nadu,Krishnagiri,635126,27,9
12-11-2025,Tamil Nadu,Krishnagiri,635109,122,45
12-11-2025,Tamil Nadu,Krishnagiri,635113,36,16
12-11-2025,Tamil Nadu,Krishnagiri,635115,30,12
12-11-2025,Tamil Nadu,Krishnagiri,635121,22,9
12-11-2025,Tamil Nadu,Krishnagiri,635124,4,2
19-11-2025,Tamil Nadu,Krishnagiri,635002,8,6
19-11-2025,Tamil Nadu,Krishnagiri,635114,26,7
19-11-2025,Tamil Nadu,Krishnagiri,635120,18,7
19-11-2025,Tamil Nadu,Krishnagiri,635122,12,13
19-11-2025,Tamil Nadu,Krishnagiri,635126,35,17
19-11-2025,Tamil Nadu,Krishnagiri,635204,6,7
19-11-2025,Tamil Nadu,Krishnagiri,636806,1,0
19-11-2025,Tamil Nadu,Krishnagiri,636812,0,1
20-11-2025,Tamil Nadu,Krishnagiri,635118,15,6
20-11-2025,Tamil Nadu,Krishnagiri,635120,13,8
20-11-2025,Tamil Nadu,Krishnagiri,635124,3,0
20-11-2025,Tamil Nadu,Krishnagiri,635207,9,19
20-11-2025,Tamil Nadu,Krishnagiri,636806,1,0
20-11-2025,Tamil Nadu,Krishnagiri,636812,1,1
15-11-2025,Tamil Nadu,Krishnagiri,635103,8,8
15-11-2025,Tamil Nadu,Krishnagiri,635112,22,23
15-11-2025,Tamil Nadu,Krishnagiri,635118,17,5
15-11-2025,Tamil Nadu,Krishnagiri,635120,12,6
15-11-2025,Tamil Nadu,Krishnagiri,635201,7,2
15-11-2025,Tamil Nadu,Krishnagiri,635206,16,6
14-11-2025,Tamil Nadu,Krishnagiri,635110,17,6
14-11-2025,Tamil Nadu,Krishnagiri,635123,12,5
14-11-2025,Tamil Nadu,Krishnagiri,635124,3,2
14-11-2025,Tamil Nadu,Krishnagiri,635203,30,14
21-11-2025,Tamil Nadu,Krishnagiri,635002,7,8
21-11-2025,Tamil Nadu,Krishnagiri,635102,17,7
21-11-2025,Tamil Nadu,Krishnagiri,635104,29,8
21-11-2025,Tamil Nadu,Krishnagiri,635118,15,12
21-11-2025,Tamil Nadu,Krishnagiri,635126,30,14
21-11-2025,Tamil Nadu,Krishnagiri,636806,2,1
28-11-2025,Tamil Nadu,Krishnagiri,635105,6,8
28-11-2025,Tamil Nadu,Krishnagiri,635107,11,21
28-11-2025,Tamil Nadu,Krishnagiri,635109,55,46
28-11-2025,Tamil Nadu,Krishnagiri,635113,13,21
28-11-2025,Tamil Nadu,Krishnagiri,635121,26,8
28-11-2025,Tamil Nadu,Krishnagiri,635122,9,2
28-11-2025,Tamil Nadu,Krishnagiri,635126,14,9
28-11-2025,Tamil Nadu,Krishnagiri,635203,22,16
28-11-2025,Tamil Nadu,Krishnagiri,635206,6,11
27-11-2025,Tamil Nadu,Krishnagiri,635109,60,29
27-11-2025,Tamil Nadu,Krishnagiri,635117,30,12
27-11-2025,Tamil Nadu,Krishnagiri,635126,24,10
01-12-2025,Tamil Nadu,Krishnagiri,635002,9,8
01-12-2025,Tamil Nadu,Krishnagiri,635105,5,2
01-12-2025,Tamil Nadu,Krishnagiri,635107,20,17
01-12-2025,Tamil Nadu,Krishnagiri,635109,61,26
01-12-2025,Tamil Nadu,Krishnagiri,635117,14,13
01-12-2025,Tamil Nadu,Krishnagiri,635201,8,9
01-12-2025,Tamil Nadu,Krishnagiri,635206,11,8
01-12-2025,Tamil Nadu,Krishnagiri,635207,28,25
01-12-2025,Tamil Nadu,Krishnagiri,635654,2,0
29-11-2025,Tamil Nadu,Krishnagiri,635106,4,2
29-11-2025,Tamil Nadu,Krishnagiri,635112,46,18
29-11-2025,Tamil Nadu,Krishnagiri,635115,19,15
29-11-2025,Tamil Nadu,Krishnagiri,636902,1,0
02-12-2025,Tamil Nadu,Krishnagiri,635102,25,9
02-12-2025,Tamil Nadu,Krishnagiri,635123,7,3
30-11-2025,Tamil Nadu,Krishnagiri,635107,0,2
25-12-2025,Tamil Nadu,Krishnagiri,635126,0,3
25-12-2025,Tamil Nadu,Krishnagiri,635304,1,0
25-12-2025,Tamil Nadu,Krishnagiri,635307,0,1
24-12-2025,Tamil Nadu,Krishnagiri,635002,7,10
24-12-2025,Tamil Nadu,Krishnagiri,635102,3,11
24-12-2025,Tamil Nadu,Krishnagiri,635104,20,6
24-12-2025,Tamil Nadu,Krishnagiri,635105,7,6
24-12-2025,Tamil Nadu,Krishnagiri,635117,33,11
24-12-2025,Tamil Nadu,Krishnagiri,635121,19,4
24-12-2025,Tamil Nadu,Krishnagiri,635201,7,1
24-12-2025,Tamil Nadu,Krishnagiri,636805,1,0
26-11-2025,Tamil Nadu,Krishnagiri,635002,5,4
26-11-2025,Tamil Nadu,Krishnagiri,635104,10,7
26-11-2025,Tamil Nadu,Krishnagiri,635121,32,15
26-11-2025,Tamil Nadu,Krishnagiri,635204,11,7
26-11-2025,Tamil Nadu,Krishnagiri,635206,13,11
03-12-2025,Tamil Nadu,Krishnagiri,635002,8,8
03-12-2025,Tamil Nadu,Krishnagiri,635105,13,9
03-12-2025,Tamil Nadu,Krishnagiri,635111,1,0
03-12-2025,Tamil Nadu,Krishnagiri,635122,9,6
03-12-2025,Tamil Nadu,Krishnagiri,635126,26,4
03-12-2025,Tamil Nadu,Krishnagiri,635304,3,8
03-12-2025,Tamil Nadu,Krishnagiri,636812,3,2
04-12-2025,Tamil Nadu,Krishnagiri,635002,5,8
04-12-2025,Tamil Nadu,Krishnagiri,635105,8,7
04-12-2025,Tamil Nadu,Krishnagiri,635116,13,9
04-12-2025,Tamil Nadu,Krishnagiri,635121,43,14
04-12-2025,Tamil Nadu,Krishnagiri,635123,12,10
04-12-2025,Tamil Nadu,Krishnagiri,635203,10,12
04-12-2025,Tamil Nadu,Krishnagiri,635306,6,9
05-12-2025,Tamil Nadu,Krishnagiri,635102,34,2
05-12-2025,Tamil Nadu,Krishnagiri,635107,42,22
05-12-2025,Tamil Nadu,Krishnagiri,635114,4,3
05-12-2025,Tamil Nadu,Krishnagiri,635116,30,8
05-12-2025,Tamil Nadu,Krishnagiri,635120,9,5
05-12-2025,Tamil Nadu,Krishnagiri,635203,24,17
05-12-2025,Tamil Nadu,Krishnagiri,635206,5,10
05-12-2025,Tamil Nadu,Krishnagiri,635306,4,9
07-12-2025,Tamil Nadu,Krishnagiri,635103,4,1
07-12-2025,Tamil Nadu,Krishnagiri,635108,0,1
07-12-2025,Tamil Nadu,Krishnagiri,635117,5,0
06-12-2025,Tamil Nadu,Krishnagiri,635002,7,5
06-12-2025,Tamil Nadu,Krishnagiri,635101,14,4
06-12-2025,Tamil Nadu,Krishnagiri,635102,17,9
06-12-2025,Tamil Nadu,Krishnagiri,635109,72,18
06-12-2025,Tamil Nadu,Krishnagiri,635115,8,6
06-12-2025,Tamil Nadu,Krishnagiri,635117,20,12
06-12-2025,Tamil Nadu,Krishnagiri,635207,39,8
06-12-2025,Tamil Nadu,Krishnagiri,635307,4,15
21-12-2025,Tamil Nadu,Krishnagiri,635110,0,1
21-12-2025,Tamil Nadu,Krishnagiri,635121,1,0
21-12-2025,Tamil Nadu,Krishnagiri,635124,0,1
20-12-2025,Tamil Nadu,Krishnagiri,635103,4,4
20-12-2025,Tamil Nadu,Krishnagiri,635104,28,5
20-12-2025,Tamil Nadu,Krishnagiri,635106,1,1
20-12-2025,Tamil Nadu,Krishnagiri,635114,4,6
20-12-2025,Tamil Nadu,Krishnagiri,635119,2,2
20-12-2025,Tamil Nadu,Krishnagiri,635121,7,5
20-12-2025,Tamil Nadu,Krishnagiri,635124,1,4
09-12-2025,Tamil Nadu,Krishnagiri,635102,3,2
09-12-2025,Tamil Nadu,Krishnagiri,635105,5,3
09-12-2025,Tamil Nadu,Krishnagiri,635107,24,22
09-12-2025,Tamil Nadu,Krishnagiri,635113,16,18
09-12-2025,Tamil Nadu,Krishnagiri,635114,5,6
09-12-2025,Tamil Nadu,Krishnagiri,635116,22,6
09-12-2025,Tamil Nadu,Krishnagiri,635119,2,5
09-12-2025,Tamil Nadu,Krishnagiri,635121,13,13
09-12-2025,Tamil Nadu,Krishnagiri,635201,3,3
09-12-2025,Tamil Nadu,Krishnagiri,635206,5,7
08-12-2025,Tamil Nadu,Krishnagiri,635001,37,28
08-12-2025,Tamil Nadu,Krishnagiri,635105,9,10
08-12-2025,Tamil Nadu,Krishnagiri,635108,4,4
08-12-2025,Tamil Nadu,Krishnagiri,635109,37,34
08-12-2025,Tamil Nadu,Krishnagiri,635123,6,5
08-12-2025,Tamil Nadu,Krishnagiri,635124,3,2
08-12-2025,Tamil Nadu,Krishnagiri,635203,14,22
10-12-2025,Tamil Nadu,Krishnagiri,635101,7,3
10-12-2025,Tamil Nadu,Krishnagiri,635103,4,5
10-12-2025,Tamil Nadu,Krishnagiri,635106,1,1
10-12-2025,Tamil Nadu,Krishnagiri,635109,37,22
10-12-2025,Tamil Nadu,Krishnagiri,635117,14,6
10-12-2025,Tamil Nadu,Krishnagiri,635122,6,6
10-12-2025,Tamil Nadu,Krishnagiri,635123,11,9
10-12-2025,Tamil Nadu,Krishnagiri,635206,14,6
11-12-2025,Tamil Nadu,Krishnagiri,635001,33,24
11-12-2025,Tamil Nadu,Krishnagiri,635002,8,4
11-12-2025,Tamil Nadu,Krishnagiri,635106,2,4
11-12-2025,Tamil Nadu,Krishnagiri,635118,1,6
11-12-2025,Tamil Nadu,Krishnagiri,635123,6,5
11-12-2025,Tamil Nadu,Krishnagiri,635124,1,0
11-12-2025,Tamil Nadu,Krishnagiri,635206,6,7
11-12-2025,Tamil Nadu,Krishnagiri,636812,1,0
12-12-2025,Tamil Nadu,Krishnagiri,635107,34,19
12-12-2025,Tamil Nadu,Krishnagiri,635109,42,39
12-12-2025,Tamil Nadu,Krishnagiri,635113,14,17
12-12-2025,Tamil Nadu,Krishnagiri,635116,21,1
12-12-2025,Tamil Nadu,Krishnagiri,635126,20,8
12-12-2025,Tamil Nadu,Krishnagiri,635304,12,9
12-12-2025,Tamil Nadu,Krishnagiri,635306,6,6
13-12-2025,Tamil Nadu,Krishnagiri,635002,5,2
13-12-2025,Tamil Nadu,Krishnagiri,635106,2,1
13-12-2025,Tamil Nadu,Krishnagiri,635110,3,3
13-12-2025,Tamil Nadu,Krishnagiri,635115,9,4
19-12-2025,Tamil Nadu,Krishnagiri,635106,1,2
19-12-2025,Tamil Nadu,Krishnagiri,635112,27,23
19-12-2025,Tamil Nadu,Krishnagiri,635113,29,14
19-12-2025,Tamil Nadu,Krishnagiri,635120,9,6
19-12-2025,Tamil Nadu,Krishnagiri,635121,3,4
19-12-2025,Tamil Nadu,Krishnagiri,635123,5,0
19-12-2025,Tamil Nadu,Krishnagiri,635126,10,10
19-12-2025,Tamil Nadu,Krishnagiri,635201,4,7
19-12-2025,Tamil Nadu,Krishnagiri,635206,7,13
14-12-2025,Tamil Nadu,Krishnagiri,635304,1,0
15-12-2025,Tamil Nadu,Krishnagiri,635001,30,46
15-12-2025,Tamil Nadu,Krishnagiri,635101,1,7
15-12-2025,Tamil Nadu,Krishnagiri,635103,4,9
15-12-2025,Tamil Nadu,Krishnagiri,635106,1,0
15-12-2025,Tamil Nadu,Krishnagiri,635116,5,12
15-12-2025,Tamil Nadu,Krishnagiri,635119,3,8
15-12-2025,Tamil Nadu,Krishnagiri,635120,2,7
15-12-2025,Tamil Nadu,Krishnagiri,635123,4,4
15-12-2025,Tamil Nadu,Krishnagiri,635204,3,4
15-12-2025,Tamil Nadu,Krishnagiri,635207,11,13
15-12-2025,Tamil Nadu,Krishnagiri,636902,0,2
16-12-2025,Tamil Nadu,Krishnagiri,635101,1,3
16-12-2025,Tamil Nadu,Krishnagiri,635117,23,14
16-12-2025,Tamil Nadu,Krishnagiri,635120,3,5
16-12-2025,Tamil Nadu,Krishnagiri,635122,2,8
16-12-2025,Tamil Nadu,Krishnagiri,635124,1,0
16-12-2025,Tamil Nadu,Krishnagiri,635203,29,18
16-12-2025,Tamil Nadu,Krishnagiri,635305,1,0
16-12-2025,Tamil Nadu,Krishnagiri,635307,3,9
17-12-2025,Tamil Nadu,Krishnagiri,635002,2,6
17-12-2025,Tamil Nadu,Krishnagiri,635102,5,4
17-12-2025,Tamil Nadu,Krishnagiri,635104,14,6
17-12-2025,Tamil Nadu,Krishnagiri,635106,1,1
17-12-2025,Tamil Nadu,Krishnagiri,635116,7,16
17-12-2025,Tamil Nadu,Krishnagiri,635120,6,6
17-12-2025,Tamil Nadu,Krishnagiri,635206,11,12
17-12-2025,Tamil Nadu,Krishnagiri,635306,42,9
17-12-2025,Tamil Nadu,Krishnagiri,635307,17,16
17-12-2025,Tamil Nadu,Krishnagiri,636902,0,3
18-12-2025,Tamil Nadu,Krishnagiri,635001,24,35
18-12-2025,Tamil Nadu,Krishnagiri,635109,18,41
18-12-2025,Tamil Nadu,Krishnagiri,635111,1,3
18-12-2025,Tamil Nadu,Krishnagiri,635203,16,17
18-12-2025,Tamil Nadu,Krishnagiri,635304,9,2
23-12-2025,Tamil Nadu,Krishnagiri,635001,11,26
23-12-2025,Tamil Nadu,Krishnagiri,635103,5,4
23-12-2025,Tamil Nadu,Krishnagiri,635112,5,5
23-12-2025,Tamil Nadu,Krishnagiri,635116,4,7
23-12-2025,Tamil Nadu,Krishnagiri,635119,2,6
23-12-2025,Tamil Nadu,Krishnagiri,635120,3,4
23-12-2025,Tamil Nadu,Krishnagiri,635203,14,21
22-12-2025,Tamil Nadu,Krishnagiri,635102,2,6
22-12-2025,Tamil Nadu,Krishnagiri,635104,14,7
22-12-2025,Tamil Nadu,Krishnagiri,635113,25,22
22-12-2025,Tamil Nadu,Krishnagiri,635117,34,21
22-12-2025,Tamil Nadu,Krishnagiri,635124,2,1
22-12-2025,Tamil Nadu,Krishnagiri,635203,14,15
22-12-2025,Tamil Nadu,Krishnagiri,635204,4,12
26-12-2025,Tamil Nadu,Krishnagiri,635101,13,1
26-12-2025,Tamil Nadu,Krishnagiri,635107,24,10
26-12-2025,Tamil Nadu,Krishnagiri,635110,19,9
26-12-2025,Tamil Nadu,Krishnagiri,635120,9,4
26-12-2025,Tamil Nadu,Krishnagiri,635121,22,14
26-12-2025,Tamil Nadu,Krishnagiri,635201,18,4
26-12-2025,Tamil Nadu,Krishnagiri,635306,22,7
26-12-2025,Tamil Nadu,Krishnagiri,635307,14,12
01-03-2025,Tamil Nadu,Krishnagiri,636806,60,85
01-03-2025,Tamil Nadu,Krishnagiri,635115,362,112
01-03-2025,Tamil Nadu,Krishnagiri,635101,101,75
01-03-2025,Tamil Nadu,Krishnagiri,635117,538,134
01-03-2025,Tamil Nadu,Krishnagiri,635107,886,473
01-03-2025,Tamil Nadu,Krishnagiri,635124,51,23
01-03-2025,Tamil Nadu,Krishnagiri,636902,47,16
01-04-2025,Tamil Nadu,Krishnagiri,635116,156,166
01-03-2025,Tamil Nadu,Krishnagiri,635120,147,100
01-04-2025,Tamil Nadu,Krishnagiri,635112,285,232
01-04-2025,Tamil Nadu,Krishnagiri,635304,113,105
01-04-2025,Tamil Nadu,Krishnagiri,635306,124,62
01-05-2025,Tamil Nadu,Krishnagiri,635107,320,296
01-05-2025,Tamil Nadu,Krishnagiri,635104,282,157
01-05-2025,Tamil Nadu,Krishnagiri,635102,183,173
01-05-2025,Tamil Nadu,Krishnagiri,635106,53,30
01-05-2025,Tamil Nadu,Krishnagiri,635115,250,130
01-05-2025,Tamil Nadu,Krishnagiri,635119,58,49
01-05-2025,Tamil Nadu,Krishnagiri,635113,140,150
01-05-2025,Tamil Nadu,Krishnagiri,636902,37,18
01-06-2025,Tamil Nadu,Krishnagiri,635122,135,132
01-06-2025,Tamil Nadu,Krishnagiri,636806,13,20
01-05-2025,Tamil Nadu,Krishnagiri,635110,112,122
01-06-2025,Tamil Nadu,Krishnagiri,635201,69,75
01-06-2025,Tamil Nadu,Krishnagiri,636902,34,20
01-06-2025,Tamil Nadu,Krishnagiri,635108,83,74
01-06-2025,Tamil Nadu,Krishnagiri,635124,26,51
02-11-2025,Tamil Nadu,Krishnagiri,635102,25,7
02-11-2025,Tamil Nadu,Krishnagiri,635111,1,1
02-11-2025,Tamil Nadu,Krishnagiri,635113,54,12
02-11-2025,Tamil Nadu,Krishnagiri,635116,37,7
02-11-2025,Tamil Nadu,Krishnagiri,635120,14,4
02-11-2025,Tamil Nadu,Krishnagiri,635122,34,7
02-11-2025,Tamil Nadu,Krishnagiri,635201,20,5
19-10-2025,Tamil Nadu,Krishnagiri,635101,10,6
19-10-2025,Tamil Nadu,Krishnagiri,635122,31,14
26-10-2025,Tamil Nadu,Krishnagiri,635115,23,5
20-10-2025,Tamil Nadu,Krishnagiri,635108,1,0
20-10-2025,Tamil Nadu,Krishnagiri,635207,1,0
09-11-2025,Tamil Nadu,Krishnagiri,635111,0,1
09-11-2025,Tamil Nadu,Krishnagiri,635115,5,0
16-11-2025,Tamil Nadu,Krishnagiri,635114,2,2
16-11-2025,Tamil Nadu,Krishnagiri,635201,3,0
25-11-2025,Tamil Nadu,Krishnagiri,635202,1,0
27-12-2025,Tamil Nadu,Krishnagiri,635001,47,23
27-12-2025,Tamil Nadu,Krishnagiri,635103,6,4
27-12-2025,Tamil Nadu,Krishnagiri,635105,8,4
27-12-2025,Tamil Nadu,Krishnagiri,635108,11,2
27-12-2025,Tamil Nadu,Krishnagiri,635109,76,35
27-12-2025,Tamil Nadu,Krishnagiri,635110,21,9
27-12-2025,Tamil Nadu,Krishnagiri,635112,62,13
27-12-2025,Tamil Nadu,Krishnagiri,635118,11,10
27-12-2025,Tamil Nadu,Krishnagiri,635120,15,2
27-12-2025,Tamil Nadu,Krishnagiri,635122,15,4
27-12-2025,Tamil Nadu,Krishnagiri,635123,9,4
27-12-2025,Tamil Nadu,Krishnagiri,635124,3,2
27-12-2025,Tamil Nadu,Krishnagiri,635126,20,17
27-12-2025,Tamil Nadu,Krishnagiri,635207,17,15
28-12-2025,Tamil Nadu,Krishnagiri,635102,3,2
28-12-2025,Tamil Nadu,Krishnagiri,635106,2,1
28-12-2025,Tamil Nadu,Krishnagiri,635109,14,12
28-12-2025,Tamil Nadu,Krishnagiri,635116,1,2
28-12-2025,Tamil Nadu,Krishnagiri,635206,11,2
28-12-2025,Tamil Nadu,Krishnagiri,635654,1,0
28-12-2025,Tamil Nadu,Krishnagiri,636806,1,0
28-12-2025,Tamil Nadu,Krishnagiri,636812,1,0
29-12-2025,Tamil Nadu,Krishnagiri,635102,11,6
29-12-2025,Tamil Nadu,Krishnagiri,635104,16,7
29-12-2025,Tamil Nadu,Krishnagiri,635123,9,0
29-12-2025,Tamil Nadu,Krishnagiri,635124,4,0
29-12-2025,Tamil Nadu,Krishnagiri,635126,18,6
29-12-2025,Tamil Nadu,Krishnagiri,635207,10,5
29-12-2025,Tamil Nadu,Krishnagiri,635306,20,5
01-01-2026,Tamil Nadu,Krishnagiri,635107,38,28
01-01-2026,Tamil Nadu,Krishnagiri,635108,12,5
01-01-2026,Tamil Nadu,Krishnagiri,635113,20,14
01-01-2026,Tamil Nadu,Krishnagiri,635114,17,8
01-01-2026,Tamil Nadu,Krishnagiri,635120,15,4
01-01-2026,Tamil Nadu,Krishnagiri,635126,22,16
21-12-2025,Tamil Nadu,Krishnagiri,635104,0,3
21-12-2025,Tamil Nadu,Krishnagiri,635204,1,6
21-12-2025,Tamil Nadu,Krishnagiri,636902,0,2
13-12-2025,Tamil Nadu,Krishnagiri,636902,0,1
14-12-2025,Tamil Nadu,Krishnagiri,635112,0,3
14-12-2025,Tamil Nadu,Krishnagiri,635118,0,1
14-12-2025,Tamil Nadu,Krishnagiri,635126,1,8
02-01-2026,Tamil Nadu,Krishnagiri,635101,6,6
02-01-2026,Tamil Nadu,Krishnagiri,635107,28,13
02-01-2026,Tamil Nadu,Krishnagiri,635109,58,21
02-01-2026,Tamil Nadu,Krishnagiri,635124,1,0
02-01-2026,Tamil Nadu,Krishnagiri,635304,22,6
02-01-2026,Tamil Nadu,Krishnagiri,635307,9,9
02-01-2026,Tamil Nadu,Krishnagiri,636902,2,0
25-12-2025,Tamil Nadu,Krishnagiri,635002,2,0
25-12-2025,Tamil Nadu,Krishnagiri,635108,0,4
25-12-2025,Tamil Nadu,Krishnagiri,635112,0,8
25-12-2025,Tamil Nadu,Krishnagiri,635120,0,3
25-12-2025,Tamil Nadu,Krishnagiri,636902,0,1
03-01-2026,Tamil Nadu,Krishnagiri,635001,7,5
03-01-2026,Tamil Nadu,Krishnagiri,635102,1,2
03-01-2026,Tamil Nadu,Krishnagiri,635108,2,1
03-01-2026,Tamil Nadu,Krishnagiri,635114,3,3
03-01-2026,Tamil Nadu,Krishnagiri,635120,2,1
03-01-2026,Tamil Nadu,Krishnagiri,635126,4,5
03-01-2026,Tamil Nadu,Krishnagiri,635203,5,2
03-01-2026,Tamil Nadu,Krishnagiri,635204,4,2
03-01-2026,Tamil Nadu,Krishnagiri,635306,1,1
16-11-2025,Tamil Nadu,Krishnagiri,635101,0,2
16-11-2025,Tamil Nadu,Krishnagiri,635112,0,6
16-11-2025,Tamil Nadu,Krishnagiri,635117,0,1
16-11-2025,Tamil Nadu,Krishnagiri,635304,1,0
30-11-2025,Tamil Nadu,Krishnagiri,635105,0,4
30-11-2025,Tamil Nadu,Krishnagiri,635106,0,1
30-11-2025,Tamil Nadu,Krishnagiri,635114,0,1
30-11-2025,Tamil Nadu,Krishnagiri,635121,0,2
30-11-2025,Tamil Nadu,Krishnagiri,635206,0,1
30-11-2025,Tamil Nadu,Krishnagiri,636902,0,1
23-11-2025,Tamil Nadu,Krishnagiri,635106,0,2
23-11-2025,Tamil Nadu,Krishnagiri,635114,0,1
23-11-2025,Tamil Nadu,Krishnagiri,635122,0,2
26-11-2025,Tamil Nadu,Krishnagiri,636902,0,3
20-11-2025,Tamil Nadu,Krishnagiri,636808,0,1
07-12-2025,Tamil Nadu,Krishnagiri,635001,0,7
07-12-2025,Tamil Nadu,Krishnagiri,635118,0,2
07-12-2025,Tamil Nadu,Krishnagiri,635119,0,1
07-12-2025,Tamil Nadu,Krishnagiri,635120,0,2
07-12-2025,Tamil Nadu,Krishnagiri,635121,0,3
07-12-2025,Tamil Nadu,Krishnagiri,635122,0,3
07-12-2025,Tamil Nadu,Krishnagiri,635201,1,0
07-12-2025,Tamil Nadu,Krishnagiri,635206,0,5
09-11-2025,Tamil Nadu,Krishnagiri,635102,1,2
09-11-2025,Tamil Nadu,Krishnagiri,635112,0,3
09-11-2025,Tamil Nadu,Krishnagiri,635118,0,2
09-11-2025,Tamil Nadu,Krishnagiri,635119,1,2
02-11-2025,Tamil Nadu,Krishnagiri,635104,0,1
02-11-2025,Tamil Nadu,Krishnagiri,635107,0,1
02-11-2025,Tamil Nadu,Krishnagiri,635112,0,3
02-11-2025,Tamil Nadu,Krishnagiri,635203,0,1
05-11-2025,Tamil Nadu,Krishnagiri,635654,0,1
09-10-2025,Tamil Nadu,Krishnagiri,635124,0,4
12-10-2025,Tamil Nadu,Krishnagiri,635104,0,2
12-10-2025,Tamil Nadu,Krishnagiri,635107,0,1
12-10-2025,Tamil Nadu,Krishnagiri,635126,1,8
12-10-2025,Tamil Nadu,Krishnagiri,635203,0,1
11-10-2025,Tamil Nadu,Krishnagiri,636902,1,0
07-10-2025,Tamil Nadu,Krishnagiri,635111,0,1
01-10-2025,Tamil Nadu,Krishnagiri,635110,0,2
01-10-2025,Tamil Nadu,Krishnagiri,635112,0,5
01-10-2025,Tamil Nadu,Krishnagiri,635116,0,1
01-10-2025,Tamil Nadu,Krishnagiri,635118,0,1
01-10-2025,Tamil Nadu,Krishnagiri,635304,1,0
02-10-2025,Tamil Nadu,Krishnagiri,635104,0,2
02-10-2025,Tamil Nadu,Krishnagiri,635126,0,1
25-09-2025,Tamil Nadu,Krishnagiri,636806,0,4
28-09-2025,Tamil Nadu,Krishnagiri,635108,0,1
28-09-2025,Tamil Nadu,Krishnagiri,635115,1,1
28-09-2025,Tamil Nadu,Krishnagiri,635206,0,2
23-09-2025,Tamil Nadu,Krishnagiri,636905,1,0
21-09-2025,Tamil Nadu,Krishnagiri,635120,0,3
14-09-2025,Tamil Nadu,Krishnagiri,635118,0,1
14-09-2025,Tamil Nadu,Krishnagiri,635203,0,2
19-10-2025,Tamil Nadu,Krishnagiri,635002,0,3
