date,state,district,pincode,bio_age_5_17,bio_age_17_
07-08-2025,Tamil Nadu,Krishnagiri,635118,5,11
07-08-2025,Tamil Nadu,Krishnagiri,635121,8,11
07-08-2025,Tamil Nadu,Krishnagiri,635207,16,11
07-08-2025,Tamil Nadu,Krishnagiri,635307,48,6
24-09-2025,Tamil Nadu,Krishnagiri,635001,4,17
24-09-2025,Tamil Nadu,Krishnagiri,635002,1,6
24-09-2025,Tamil Nadu,Krishnagiri,635101,0,2
24-09-2025,Tamil Nadu,Krishnagiri,635106,1,1
24-09-2025,Tamil Nadu,Krishnagiri,635114,0,5
24-09-2025,Tamil Nadu,Krishnagiri,635118,2,4
24-09-2025,Tamil Nadu,Krishnagiri,635120,5,7
24-09-2025,Tamil Nadu,Krishnagiri,635123,5,4
24-09-2025,Tamil Nadu,Krishnagiri,635201,2,5
24-09-2025,Tamil Nadu,Krishnagiri,635204,2,5
24-09-2025,Tamil Nadu,Krishnagiri,635306,1,3
23-09-2025,Tamil Nadu,Krishnagiri,635101,0,11
23-09-2025,Tamil Nadu,Krishnagiri,635102,6,5
23-09-2025,Tamil Nadu,Krishnagiri,635105,3,5
23-09-2025,Tamil Nadu,Krishnagiri,635106,0,2
23-09-2025,Tamil Nadu,Krishnagiri,635107,4,13
23-09-2025,Tamil Nadu,Krishnagiri,635109,29,37
23-09-2025,Tamil Nadu,Krishnagiri,635110,3,7
23-09-2025,Tamil Nadu,Krishnagiri,635111,0,1
23-09-2025,Tamil Nadu,Krishnagiri,635112,10,23
23-09-2025,Tamil Nadu,Krishnagiri,635118,5,9
23-09-2025,Tamil Nadu,Krishnagiri,635120,1,6
23-09-2025,Tamil Nadu,Krishnagiri,635122,4,9
23-09-2025,Tamil Nadu,Krishnagiri,635201,2,4
23-09-2025,Tamil Nadu,Krishnagiri,636902,0,2
25-09-2025,Tamil Nadu,Krishnagiri,635109,10,26
25-09-2025,Tamil Nadu,Krishnagiri,635112,7,16
25-09-2025,Tamil Nadu,Krishnagiri,635118,2,4
25-09-2025,Tamil Nadu,Krishnagiri,635121,8,9
25-09-2025,Tamil Nadu,Krishnagiri,635204,4,2
25-09-2025,Tamil Nadu,Krishnagiri,635306,2,4
25-09-2025,Tamil Nadu,Krishnagiri,636902,1,2
26-09-2025,Tamil Nadu,Krishnagiri,635002,8,5
26-09-2025,Tamil Nadu,Krishnagiri,635103,1,3
26-09-2025,Tamil Nadu,Krishnagiri,635109,39,33
26-09-2025,Tamil Nadu,Krishnagiri,635120,3,5
26-09-2025,Tamil Nadu,Krishnagiri,635306,21,7
26-09-2025,Tamil Nadu,Krishnagiri,636806,1,2
01-10-2025,Tamil Nadu,Krishnagiri,635103,1,0
27-09-2025,Tamil Nadu,Krishnagiri,635101,1,0
27-09-2025,Tamil Nadu,Krishnagiri,635103,0,4
27-09-2025,Tamil Nadu,Krishnagiri,635115,1,5
27-09-2025,Tamil Nadu,Krishnagiri,635204,1,3
27-09-2025,Tamil Nadu,Krishnagiri,635207,4,7
28-09-2025,Tamil Nadu,Krishnagiri,635109,0,1
28-09-2025,Tamil Nadu,Krishnagiri,635117,2,0
29-09-2025,Tamil Nadu,Krishnagiri,635001,62,23
29-09-2025,Tamil Nadu,Krishnagiri,635103,8,3
29-09-2025,Tamil Nadu,Krishnagiri,635104,17,4
29-09-2025,Tamil Nadu,Krishnagiri,635106,6,1
29-09-2025,Tamil Nadu,Krishnagiri,635110,12,9
29-09-2025,Tamil Nadu,Krishnagiri,635115,17,4
29-09-2025,Tamil Nadu,Krishnagiri,635116,16,9
29-09-2025,Tamil Nadu,Krishnagiri,635122,15,3
29-09-2025,Tamil Nadu,Krishnagiri,635123,11,5
29-09-2025,Tamil Nadu,Krishnagiri,635201,4,3
29-09-2025,Tamil Nadu,Krishnagiri,635207,4,9
29-09-2025,Tamil Nadu,Krishnagiri,635304,10,6
29-09-2025,Tamil Nadu,Krishnagiri,635306,8,10
19-08-2025,Tamil Nadu,Krishnagiri,635002,1,7
19-08-2025,Tamil Nadu,Krishnagiri,635101,8,2
19-08-2025,Tamil Nadu,Krishnagiri,635103,2,1
19-08-2025,Tamil Nadu,Krishnagiri,635114,2,6
19-08-2025,Tamil Nadu,Krishnagiri,635203,27,10
19-08-2025,Tamil Nadu,Krishnagiri,635204,6,9
19-08-2025,Tamil Nadu,Krishnagiri,635207,20,13
19-08-2025,Tamil Nadu,Krishnagiri,636806,0,1
19-08-2025,Tamil Nadu,Krishnagiri,636902,1,1
20-08-2025,Tamil Nadu,Krishnagiri,635101,5,4
20-08-2025,Tamil Nadu,Krishnagiri,635102,5,9
20-08-2025,Tamil Nadu,Krishnagiri,635104,8,12
20-08-2025,Tamil Nadu,Krishnagiri,635110,1,3
20-08-2025,Tamil Nadu,Krishnagiri,635117,12,6
20-08-2025,Tamil Nadu,Krishnagiri,635118,3,7
20-08-2025,Tamil Nadu,Krishnagiri,635203,20,7
20-08-2025,Tamil Nadu,Krishnagiri,635307,32,7
24-08-2025,Tamil Nadu,Krishnagiri,636902,0,2
23-08-2025,Tamil Nadu,Krishnagiri,635001,9,9
23-08-2025,Tamil Nadu,Krishnagiri,635101,3,1
23-08-2025,Tamil Nadu,Krishnagiri,635112,8,6
23-08-2025,Tamil Nadu,Krishnagiri,635115,1,3
23-08-2025,Tamil Nadu,Krishnagiri,635203,4,2
23-08-2025,Tamil Nadu,Krishnagiri,635304,3,3
23-08-2025,Tamil Nadu,Krishnagiri,635307,0,3
28-08-2025,Tamil Nadu,Krishnagiri,635001,57,21
28-08-2025,Tamil Nadu,Krishnagiri,635002,10,1
28-08-2025,Tamil Nadu,Krishnagiri,635101,1,7
28-08-2025,Tamil Nadu,Krishnagiri,635103,1,1
28-08-2025,Tamil Nadu,Krishnagiri,635116,5,6
28-08-2025,Tamil Nadu,Krishnagiri,635119,4,2
28-08-2025,Tamil Nadu,Krishnagiri,635122,14,7
28-08-2025,Tamil Nadu,Krishnagiri,635123,2,2
28-08-2025,Tamil Nadu,Krishnagiri,636902,1,3
06-09-2025,Tamil Nadu,Krishnagiri,635103,5,2
06-09-2025,Tamil Nadu,Krishnagiri,635109,50,19
06-09-2025,Tamil Nadu,Krishnagiri,635110,10,4
06-09-2025,Tamil Nadu,Krishnagiri,635114,5,1
06-09-2025,Tamil Nadu,Krishnagiri,635115,7,2
06-09-2025,Tamil Nadu,Krishnagiri,635121,7,2
06-09-2025,Tamil Nadu,Krishnagiri,635124,0,1
06-09-2025,Tamil Nadu,Krishnagiri,635207,0,7
06-09-2025,Tamil Nadu,Krishnagiri,635306,3,3
08-09-2025,Tamil Nadu,Krishnagiri,635002,5,4
08-09-2025,Tamil Nadu,Krishnagiri,635102,10,7
08-09-2025,Tamil Nadu,Krishnagiri,635113,4,13
08-09-2025,Tamil Nadu,Krishnagiri,635114,3,10
08-09-2025,Tamil Nadu,Krishnagiri,635116,4,8
08-09-2025,Tamil Nadu,Krishnagiri,635120,3,4
08-09-2025,Tamil Nadu,Krishnagiri,635121,14,11
07-09-2025,Tamil Nadu,Krishnagiri,635001,0,1
07-09-2025,Tamil Nadu,Krishnagiri,635121,1,0
03-10-2025,Tamil Nadu,Krishnagiri,635002,14,2
03-10-2025,Tamil Nadu,Krishnagiri,635116,16,3
03-10-2025,Tamil Nadu,Krishnagiri,635121,25,17
03-10-2025,Tamil Nadu,Krishnagiri,635126,10,3
03-10-2025,Tamil Nadu,Krishnagiri,635203,16,14
09-08-2025,Tamil Nadu,Krishnagiri,635102,13,5
09-08-2025,Tamil Nadu,Krishnagiri,635111,0,1
09-08-2025,Tamil Nadu,Krishnagiri,635112,6,7
09-08-2025,Tamil Nadu,Krishnagiri,635115,4,2
09-08-2025,Tamil Nadu,Krishnagiri,635118,7,1
09-08-2025,Tamil Nadu,Krishnagiri,635121,9,3
09-08-2025,Tamil Nadu,Krishnagiri,635307,21,5
09-08-2025,Tamil Nadu,Krishnagiri,636806,1,1
09-08-2025,Tamil Nadu,Krishnagiri,636902,2,0
08-08-2025,Tamil Nadu,Krishnagiri,635002,5,8
08-08-2025,Tamil Nadu,Krishnagiri,635108,2,3
08-08-2025,Tamil Nadu,Krishnagiri,635110,8,5
08-08-2025,Tamil Nadu,Krishnagiri,635123,8,4
08-08-2025,Tamil Nadu,Krishnagiri,635201,3,0
08-08-2025,Tamil Nadu,Krishnagiri,635207,25,11
11-08-2025,Tamil Nadu,Krishnagiri,635103,3,5
11-08-2025,Tamil Nadu,Krishnagiri,635105,2,6
11-08-2025,Tamil Nadu,Krishnagiri,635109,25,35
11-08-2025,Tamil Nadu,Krishnagiri,635111,2,1
11-08-2025,Tamil Nadu,Krishnagiri,635119,4,3
11-08-2025,Tamil Nadu,Krishnagiri,635201,7,1
11-08-2025,Tamil Nadu,Krishnagiri,635203,8,5
15-08-2025,Tamil Nadu,Krishnagiri,635126,1,0
17-08-2025,Tamil Nadu,Krishnagiri,635103,0,4
16-08-2025,Tamil Nadu,Krishnagiri,635001,5,3
16-08-2025,Tamil Nadu,Krishnagiri,635103,0,2
16-08-2025,Tamil Nadu,Krishnagiri,635112,2,0
16-08-2025,Tamil Nadu,Krishnagiri,635306,0,1
08-07-2025,Tamil Nadu,Krishnagiri,635107,2,22
08-07-2025,Tamil Nadu,Krishnagiri,635109,15,49
08-07-2025,Tamil Nadu,Krishnagiri,635112,10,12
08-07-2025,Tamil Nadu,Krishnagiri,635116,0,5
08-07-2025,Tamil Nadu,Krishnagiri,635117,5,16
08-07-2025,Tamil Nadu,Krishnagiri,635118,2,5
08-07-2025,Tamil Nadu,Krishnagiri,635203,2,9
11-07-2025,Tamil Nadu,Krishnagiri,635113,1,13
11-07-2025,Tamil Nadu,Krishnagiri,635115,7,5
11-07-2025,Tamil Nadu,Krishnagiri,635118,2,7
11-07-2025,Tamil Nadu,Krishnagiri,635207,4,7
22-07-2025,Tamil Nadu,Krishnagiri,635105,3,6
22-07-2025,Tamil Nadu,Krishnagiri,635106,0,2
22-07-2025,Tamil Nadu,Krishnagiri,635108,0,2
22-07-2025,Tamil Nadu,Krishnagiri,635112,6,13
22-07-2025,Tamil Nadu,Krishnagiri,635114,3,14
22-07-2025,Tamil Nadu,Krishnagiri,635122,3,3
22-07-2025,Tamil Nadu,Krishnagiri,635203,6,9
22-07-2025,Tamil Nadu,Krishnagiri,635206,3,4
22-07-2025,Tamil Nadu,Krishnagiri,636806,2,0
21-07-2025,Tamil Nadu,Krishnagiri,635108,4,4
21-07-2025,Tamil Nadu,Krishnagiri,635121,4,19
21-07-2025,Tamil Nadu,Krishnagiri,635123,1,4
21-07-2025,Tamil Nadu,Krishnagiri,635203,11,16
21-07-2025,Tamil Nadu,Krishnagiri,635207,5,14
12-08-2025,Tamil Nadu,Krishnagiri,635102,6,7
12-08-2025,Tamil Nadu,Krishnagiri,635106,1,1
12-08-2025,Tamil Nadu,Krishnagiri,635115,13,10
12-08-2025,Tamil Nadu,Krishnagiri,635118,1,4
12-08-2025,Tamil Nadu,Krishnagiri,635119,1,0
12-08-2025,Tamil Nadu,Krishnagiri,635126,3,5
12-08-2025,Tamil Nadu,Krishnagiri,635203,26,7
12-08-2025,Tamil Nadu,Krishnagiri,635207,31,8
13-08-2025,Tamil Nadu,Krishnagiri,635101,3,4
13-08-2025,Tamil Nadu,Krishnagiri,635104,14,9
13-08-2025,Tamil Nadu,Krishnagiri,635106,1,1
13-08-2025,Tamil Nadu,Krishnagiri,635112,27,27
13-08-2025,Tamil Nadu,Krishnagiri,635116,1,15
13-08-2025,Tamil Nadu,Krishnagiri,635119,2,8
13-08-2025,Tamil Nadu,Krishnagiri,635201,4,6
14-08-2025,Tamil Nadu,Krishnagiri,635102,1,3
14-08-2025,Tamil Nadu,Krishnagiri,635109,24,41
14-08-2025,Tamil Nadu,Krishnagiri,635113,1,5
14-08-2025,Tamil Nadu,Krishnagiri,635126,6,6
14-08-2025,Tamil Nadu,Krishnagiri,635201,0,5
14-08-2025,Tamil Nadu,Krishnagiri,635204,3,9
14-08-2025,Tamil Nadu,Krishnagiri,635206,1,14
14-08-2025,Tamil Nadu,Krishnagiri,635306,13,2
14-08-2025,Tamil Nadu,Krishnagiri,635307,9,7
02-09-2025,Tamil Nadu,Krishnagiri,635001,35,33
02-09-2025,Tamil Nadu,Krishnagiri,635002,5,6
02-09-2025,Tamil Nadu,Krishnagiri,635106,2,1
02-09-2025,Tamil Nadu,Krishnagiri,635109,18,41
02-09-2025,Tamil Nadu,Krishnagiri,635117,3,12
02-09-2025,Tamil Nadu,Krishnagiri,636806,1,1
30-08-2025,Tamil Nadu,Krishnagiri,635103,3,7
30-08-2025,Tamil Nadu,Krishnagiri,635112,4,7
30-08-2025,Tamil Nadu,Krishnagiri,635121,2,3
30-08-2025,Tamil Nadu,Krishnagiri,635123,2,3
30-08-2025,Tamil Nadu,Krishnagiri,635124,1,2
30-08-2025,Tamil Nadu,Krishnagiri,635204,6,4
30-08-2025,Tamil Nadu,Krishnagiri,635307,21,5
31-08-2025,Tamil Nadu,Krishnagiri,635118,2,1
31-08-2025,Tamil Nadu,Krishnagiri,635120,2,1
03-09-2025,Tamil Nadu,Krishnagiri,635002,8,5
03-09-2025,Tamil Nadu,Krishnagiri,635103,4,3
03-09-2025,Tamil Nadu,Krishnagiri,635104,7,5
03-09-2025,Tamil Nadu,Krishnagiri,635107,9,22
03-09-2025,Tamil Nadu,Krishnagiri,635108,2,3
03-09-2025,Tamil Nadu,Krishnagiri,635114,2,8
03-09-2025,Tamil Nadu,Krishnagiri,635117,7,5
03-09-2025,Tamil Nadu,Krishnagiri,635304,3,7
05-09-2025,Tamil Nadu,Krishnagiri,635001,0,1
04-09-2025,Tamil Nadu,Krishnagiri,635001,22,19
04-09-2025,Tamil Nadu,Krishnagiri,635104,8,6
04-09-2025,Tamil Nadu,Krishnagiri,635107,13,18
04-09-2025,Tamil Nadu,Krishnagiri,635117,13,13
04-09-2025,Tamil Nadu,Krishnagiri,635120,4,5
04-09-2025,Tamil Nadu,Krishnagiri,636902,2,3
09-09-2025,Tamil Nadu,Krishnagiri,635108,6,4
09-09-2025,Tamil Nadu,Krishnagiri,635118,5,5
09-09-2025,Tamil Nadu,Krishnagiri,635119,5,4
09-09-2025,Tamil Nadu,Krishnagiri,635306,2,3
05-10-2025,Tamil Nadu,Krishnagiri,635109,0,2
05-10-2025,Tamil Nadu,Krishnagiri,635114,0,1
05-10-2025,Tamil Nadu,Krishnagiri,635118,1,1
05-10-2025,Tamil Nadu,Krishnagiri,635304,0,1
04-10-2025,Tamil Nadu,Krishnagiri,635107,47,10
04-10-2025,Tamil Nadu,Krishnagiri,635117,21,4
04-10-2025,Tamil Nadu,Krishnagiri,635121,20,8
04-10-2025,Tamil Nadu,Krishnagiri,635207,7,4
04-10-2025,Tamil Nadu,Krishnagiri,635304,5,2
04-10-2025,Tamil Nadu,Krishnagiri,635306,6,2
04-10-2025,Tamil Nadu,Krishnagiri,635307,4,4
30-09-2025,Tamil Nadu,Krishnagiri,635109,56,31
30-09-2025,Tamil Nadu,Krishnagiri,635112,33,19
30-09-2025,Tamil Nadu,Krishnagiri,635115,19,4
30-09-2025,Tamil Nadu,Krishnagiri,635122,17,4
30-09-2025,Tamil Nadu,Krishnagiri,635201,7,3
30-09-2025,Tamil Nadu,Krishnagiri,635206,7,7
30-09-2025,Tamil Nadu,Krishnagiri,635307,7,6
30-09-2025,Tamil Nadu,Krishnagiri,636902,0,1
10-10-2025,Tamil Nadu,Krishnagiri,635107,15,22
10-10-2025,Tamil Nadu,Krishnagiri,635108,6,8
10-10-2025,Tamil Nadu,Krishnagiri,635114,4,4
10-10-2025,Tamil Nadu,Krishnagiri,635306,10,3
10-10-2025,Tamil Nadu,Krishnagiri,635307,24,10
10-10-2025,Tamil Nadu,Krishnagiri,636812,1,0
11-10-2025,Tamil Nadu,Krishnagiri,635002,12,3
11-10-2025,Tamil Nadu,Krishnagiri,635102,8,9
11-10-2025,Tamil Nadu,Krishnagiri,635108,11,4
11-10-2025,Tamil Nadu,Krishnagiri,635110,12,0
11-10-2025,Tamil Nadu,Krishnagiri,635118,9,3
11-10-2025,Tamil Nadu,Krishnagiri,635119,14,3
11-10-2025,Tamil Nadu,Krishnagiri,635121,7,1
11-10-2025,Tamil Nadu,Krishnagiri,635126,11,7
11-10-2025,Tamil Nadu,Krishnagiri,635307,5,1
17-10-2025,Tamil Nadu,Krishnagiri,635110,20,1
17-10-2025,Tamil Nadu,Krishnagiri,635119,14,3
17-10-2025,Tamil Nadu,Krishnagiri,635201,4,3
17-10-2025,Tamil Nadu,Krishnagiri,636806,1,2
09-10-2025,Tamil Nadu,Krishnagiri,635101,4,5
09-10-2025,Tamil Nadu,Krishnagiri,635123,4,2
08-10-2025,Tamil Nadu,Krishnagiri,635102,3,3
08-10-2025,Tamil Nadu,Krishnagiri,635105,3,4
08-10-2025,Tamil Nadu,Krishnagiri,635109,54,23
08-10-2025,Tamil Nadu,Krishnagiri,635110,19,7
08-10-2025,Tamil Nadu,Krishnagiri,635118,27,9
08-10-2025,Tamil Nadu,Krishnagiri,635206,8,10
08-10-2025,Tamil Nadu,Krishnagiri,635307,32,9
12-10-2025,Tamil Nadu,Krishnagiri,635108,1,1
13-10-2025,Tamil Nadu,Krishnagiri,635101,9,15
13-10-2025,Tamil Nadu,Krishnagiri,635102,16,11
13-10-2025,Tamil Nadu,Krishnagiri,635103,5,3
13-10-2025,Tamil Nadu,Krishnagiri,635108,9,1
13-10-2025,Tamil Nadu,Krishnagiri,635109,63,18
13-10-2025,Tamil Nadu,Krishnagiri,635112,16,11
13-10-2025,Tamil Nadu,Krishnagiri,635126,25,7
13-10-2025,Tamil Nadu,Krishnagiri,635207,17,7
13-10-2025,Tamil Nadu,Krishnagiri,635306,11,11
13-10-2025,Tamil Nadu,Krishnagiri,635307,31,15
13-10-2025,Tamil Nadu,Krishnagiri,636806,2,0
16-10-2025,Tamil Nadu,Krishnagiri,635102,17,11
16-10-2025,Tamil Nadu,Krishnagiri,635103,6,6
16-10-2025,Tamil Nadu,Krishnagiri,635109,55,22
16-10-2025,Tamil Nadu,Krishnagiri,635115,12,7
16-10-2025,Tamil Nadu,Krishnagiri,635116,27,3
16-10-2025,Tamil Nadu,Krishnagiri,635118,17,12
16-10-2025,Tamil Nadu,Krishnagiri,635119,9,1
15-10-2025,Tamil Nadu,Krishnagiri,635103,9,2
15-10-2025,Tamil Nadu,Krishnagiri,635106,3,5
15-10-2025,Tamil Nadu,Krishnagiri,635109,68,33
15-10-2025,Tamil Nadu,Krishnagiri,635115,17,5
15-10-2025,Tamil Nadu,Krishnagiri,635120,21,5
15-10-2025,Tamil Nadu,Krishnagiri,635122,40,21
15-10-2025,Tamil Nadu,Krishnagiri,635123,5,4
15-10-2025,Tamil Nadu,Krishnagiri,635203,14,16
15-10-2025,Tamil Nadu,Krishnagiri,635307,38,15
06-10-2025,Tamil Nadu,Krishnagiri,635001,30,27
06-10-2025,Tamil Nadu,Krishnagiri,635102,11,17
06-10-2025,Tamil Nadu,Krishnagiri,635110,9,9
06-10-2025,Tamil Nadu,Krishnagiri,635112,16,15
06-10-2025,Tamil Nadu,Krishnagiri,635113,6,4
06-10-2025,Tamil Nadu,Krishnagiri,635123,4,6
06-10-2025,Tamil Nadu,Krishnagiri,635126,11,9
06-10-2025,Tamil Nadu,Krishnagiri,635201,1,8
06-10-2025,Tamil Nadu,Krishnagiri,635204,7,5
07-10-2025,Tamil Nadu,Krishnagiri,635001,29,23
07-10-2025,Tamil Nadu,Krishnagiri,635105,2,4
07-10-2025,Tamil Nadu,Krishnagiri,635117,20,20
07-10-2025,Tamil Nadu,Krishnagiri,635122,20,6
07-10-2025,Tamil Nadu,Krishnagiri,635124,0,2
07-10-2025,Tamil Nadu,Krishnagiri,636902,1,1
14-10-2025,Tamil Nadu,Krishnagiri,635001,76,45
14-10-2025,Tamil Nadu,Krishnagiri,635107,74,26
14-10-2025,Tamil Nadu,Krishnagiri,635113,25,6
14-10-2025,Tamil Nadu,Krishnagiri,635115,17,4
14-10-2025,Tamil Nadu,Krishnagiri,635118,22,11
14-10-2025,Tamil Nadu,Krishnagiri,635121,15,15
14-10-2025,Tamil Nadu,Krishnagiri,635304,17,3
22-10-2025,Tamil Nadu,Krishnagiri,635103,6,1
22-10-2025,Tamil Nadu,Krishnagiri,635105,7,4
22-10-2025,Tamil Nadu,Krishnagiri,635111,1,0
22-10-2025,Tamil Nadu,Krishnagiri,635115,23,8
22-10-2025,Tamil Nadu,Krishnagiri,635118,16,7
22-10-2025,Tamil Nadu,Krishnagiri,635121,15,3
22-10-2025,Tamil Nadu,Krishnagiri,635204,9,10
03-07-2025,Tamil Nadu,Krishnagiri,635103,3,2
03-07-2025,Tamil Nadu,Krishnagiri,635107,1,17
03-07-2025,Tamil Nadu,Krishnagiri,635111,0,1
03-07-2025,Tamil Nadu,Krishnagiri,635113,1,13
03-07-2025,Tamil Nadu,Krishnagiri,635114,4,4
03-07-2025,Tamil Nadu,Krishnagiri,635117,2,13
03-07-2025,Tamil Nadu,Krishnagiri,635120,1,1
03-07-2025,Tamil Nadu,Krishnagiri,635203,3,10
04-07-2025,Tamil Nadu,Krishnagiri,635102,0,5
04-07-2025,Tamil Nadu,Krishnagiri,635120,0,2
04-07-2025,Tamil Nadu,Krishnagiri,635206,2,10
04-07-2025,Tamil Nadu,Krishnagiri,635207,2,13
04-07-2025,Tamil Nadu,Krishnagiri,636806,0,7
29-06-2025,Tamil Nadu,Krishnagiri,635103,1,1
31-07-2025,Tamil Nadu,Krishnagiri,635101,0,3
31-07-2025,Tamil Nadu,Krishnagiri,635106,1,0
31-07-2025,Tamil Nadu,Krishnagiri,635107,4,17
31-07-2025,Tamil Nadu,Krishnagiri,635115,6,7
31-07-2025,Tamil Nadu,Krishnagiri,635121,1,7
31-07-2025,Tamil Nadu,Krishnagiri,635122,0,3
31-07-2025,Tamil Nadu,Krishnagiri,635306,4,6
26-07-2025,Tamil Nadu,Krishnagiri,635102,4,9
26-07-2025,Tamil Nadu,Krishnagiri,635106,2,2
26-07-2025,Tamil Nadu,Krishnagiri,635113,3,5
26-07-2025,Tamil Nadu,Krishnagiri,635115,7,4
26-07-2025,Tamil Nadu,Krishnagiri,635122,3,3
26-07-2025,Tamil Nadu,Krishnagiri,635124,3,0
26-07-2025,Tamil Nadu,Krishnagiri,635304,2,1
26-07-2025,Tamil Nadu,Krishnagiri,635307,1,3
25-07-2025,Tamil Nadu,Krishnagiri,635102,1,1
25-07-2025,Tamil Nadu,Krishnagiri,635110,3,7
25-07-2025,Tamil Nadu,Krishnagiri,635121,9,8
25-07-2025,Tamil Nadu,Krishnagiri,635124,1,1
25-07-2025,Tamil Nadu,Krishnagiri,635126,2,3
25-07-2025,Tamil Nadu,Krishnagiri,635201,1,3
25-07-2025,Tamil Nadu,Krishnagiri,635307,10,4
25-07-2025,Tamil Nadu,Krishnagiri,636806,1,0
01-08-2025,Tamil Nadu,Krishnagiri,635101,0,1
01-08-2025,Tamil Nadu,Krishnagiri,635109,20,28
01-08-2025,Tamil Nadu,Krishnagiri,635114,1,7
01-08-2025,Tamil Nadu,Krishnagiri,635119,2,4
01-08-2025,Tamil Nadu,Krishnagiri,635124,8,3
01-08-2025,Tamil Nadu,Krishnagiri,635203,1,11
01-08-2025,Tamil Nadu,Krishnagiri,636902,1,0
30-07-2025,Tamil Nadu,Krishnagiri,635104,6,10
30-07-2025,Tamil Nadu,Krishnagiri,635109,19,39
30-07-2025,Tamil Nadu,Krishnagiri,635112,15,12
30-07-2025,Tamil Nadu,Krishnagiri,635113,9,7
30-07-2025,Tamil Nadu,Krishnagiri,635114,0,4
30-07-2025,Tamil Nadu,Krishnagiri,635118,0,6
30-07-2025,Tamil Nadu,Krishnagiri,635122,0,11
30-07-2025,Tamil Nadu,Krishnagiri,635123,2,4
30-07-2025,Tamil Nadu,Krishnagiri,635201,0,2
02-07-2025,Tamil Nadu,Krishnagiri,635001,9,15
02-07-2025,Tamil Nadu,Krishnagiri,635101,0,2
02-07-2025,Tamil Nadu,Krishnagiri,635102,2,11
02-07-2025,Tamil Nadu,Krishnagiri,635116,6,7
02-07-2025,Tamil Nadu,Krishnagiri,635126,5,8
02-07-2025,Tamil Nadu,Krishnagiri,635307,2,4
02-07-2025,Tamil Nadu,Krishnagiri,636902,1,3
01-07-2025,Tamil Nadu,Krishnagiri,635120,0,2
01-07-2025,Tamil Nadu,Krishnagiri,635201,0,4
01-07-2025,Tamil Nadu,Krishnagiri,635207,1,2
01-07-2025,Tamil Nadu,Krishnagiri,635304,0,8
28-06-2025,Tamil Nadu,Krishnagiri,635002,6,2
28-06-2025,Tamil Nadu,Krishnagiri,635102,10,2
28-06-2025,Tamil Nadu,Krishnagiri,635104,2,1
28-06-2025,Tamil Nadu,Krishnagiri,635113,5,6
28-06-2025,Tamil Nadu,Krishnagiri,635116,6,3
28-06-2025,Tamil Nadu,Krishnagiri,635122,3,2
28-06-2025,Tamil Nadu,Krishnagiri,635201,1,4
28-06-2025,Tamil Nadu,Krishnagiri,635204,3,4
28-06-2025,Tamil Nadu,Krishnagiri,635207,2,1
28-06-2025,Tamil Nadu,Krishnagiri,635304,6,5
07-07-2025,Tamil Nadu,Krishnagiri,635109,13,40
07-07-2025,Tamil Nadu,Krishnagiri,635114,1,2
07-07-2025,Tamil Nadu,Krishnagiri,635120,2,5
07-07-2025,Tamil Nadu,Krishnagiri,635307,6,11
18-08-2025,Tamil Nadu,Krishnagiri,635114,2,10
18-08-2025,Tamil Nadu,Krishnagiri,635115,5,5
18-08-2025,Tamil Nadu,Krishnagiri,635207,32,12
18-08-2025,Tamil Nadu,Krishnagiri,635307,43,17
12-09-2025,Tamil Nadu,Krishnagiri,635101,4,1
12-09-2025,Tamil Nadu,Krishnagiri,635105,1,5
12-09-2025,Tamil Nadu,Krishnagiri,635109,22,36
12-09-2025,Tamil Nadu,Krishnagiri,635113,5,8
12-09-2025,Tamil Nadu,Krishnagiri,635120,4,3
12-09-2025,Tamil Nadu,Krishnagiri,635122,7,4
12-09-2025,Tamil Nadu,Krishnagiri,635201,7,7
12-09-2025,Tamil Nadu,Krishnagiri,635206,9,12
12-09-2025,Tamil Nadu,Krishnagiri,635307,11,6
16-09-2025,Tamil Nadu,Krishnagiri,635107,5,6
16-09-2025,Tamil Nadu,Krishnagiri,635116,1,3
16-09-2025,Tamil Nadu,Krishnagiri,635123,3,3
16-09-2025,Tamil Nadu,Krishnagiri,635207,4,11
16-09-2025,Tamil Nadu,Krishnagiri,635307,11,11
17-09-2025,Tamil Nadu,Krishnagiri,635103,0,5
17-09-2025,Tamil Nadu,Krishnagiri,635104,3,13
17-09-2025,Tamil Nadu,Krishnagiri,635107,8,27
17-09-2025,Tamil Nadu,Krishnagiri,635113,5,12
17-09-2025,Tamil Nadu,Krishnagiri,635304,4,7
17-09-2025,Tamil Nadu,Krishnagiri,635306,3,4
21-09-2025,Tamil Nadu,Krishnagiri,635109,0,1
20-09-2025,Tamil Nadu,Krishnagiri,635002,1,5
20-09-2025,Tamil Nadu,Krishnagiri,635107,8,10
20-09-2025,Tamil Nadu,Krishnagiri,635119,0,1
20-09-2025,Tamil Nadu,Krishnagiri,635126,9,6
20-09-2025,Tamil Nadu,Krishnagiri,635201,2,0
11-09-2025,Tamil Nadu,Krishnagiri,635101,3,5
11-09-2025,Tamil Nadu,Krishnagiri,635103,0,5
11-09-2025,Tamil Nadu,Krishnagiri,635104,1,10
11-09-2025,Tamil Nadu,Krishnagiri,635112,6,24
11-09-2025,Tamil Nadu,Krishnagiri,635117,7,12
10-09-2025,Tamil Nadu,Krishnagiri,635001,32,26
10-09-2025,Tamil Nadu,Krishnagiri,635102,4,0
